
ligne,position,substring,pattern,valeur,chiffres,sum
prqkonexszxfpqr9eighteight84three,26,84three,8,8,1 9 8 8 8,39051
prqkonexszxfpqr9eighteight84three,27,4three,4,4,1 9 8 8 8 4,39051
prqkonexszxfpqr9eighteight84three,28,three,three,3,1 9 8 8 8 4 3,39051
xkgpnzsptwoseven1foursix39,8,twoseven1foursix39,two,2,2,39064
xkgpnzsptwoseven1foursix39,11,seven1foursix39,seven,7,2 7,39064
xkgpnzsptwoseven1foursix39,16,1foursix39,1,1,2 7 1,39064
xkgpnzsptwoseven1foursix39,17,foursix39,four,4,2 7 1 4,39064
xkgpnzsptwoseven1foursix39,21,six39,six,6,2 7 1 4 6,39064
xkgpnzsptwoseven1foursix39,24,39,3,3,2 7 1 4 6 3,39064
xkgpnzsptwoseven1foursix39,25,9,9,9,2 7 1 4 6 3 9,39064
ntpkrjggj2sixkznljqzljonemvq5four,9,2sixkznljqzljonemvq5four,2,2,2,39093
ntpkrjggj2sixkznljqzljonemvq5four,10,sixkznljqzljonemvq5four,six,6,2 6,39093
ntpkrjggj2sixkznljqzljonemvq5four,22,onemvq5four,one,1,2 6 1,39093
ntpkrjggj2sixkznljqzljonemvq5four,28,5four,5,5,2 6 1 5,39093
ntpkrjggj2sixkznljqzljonemvq5four,29,four,four,4,2 6 1 5 4,39093
4nineeightsevenhgkflgvgqs,0,4nineeightsevenhgkflgvgqs,4,4,4,39117
4nineeightsevenhgkflgvgqs,1,nineeightsevenhgkflgvgqs,nine,9,4 9,39117
4nineeightsevenhgkflgvgqs,5,eightsevenhgkflgvgqs,eight,8,4 9 8,39117
4nineeightsevenhgkflgvgqs,10,sevenhgkflgvgqs,seven,7,4 9 8 7,39117
zmchljrjpxoner7tgxjdkmcctzrdcrqvkmlnftvm,10,oner7tgxjdkmcctzrdcrqvkmlnftvm,one,1,1,39164
zmchljrjpxoner7tgxjdkmcctzrdcrqvkmlnftvm,14,7tgxjdkmcctzrdcrqvkmlnftvm,7,7,1 7,39164
439sevensix7,0,439sevensix7,4,4,4,39181
439sevensix7,1,39sevensix7,3,3,4 3,39181
439sevensix7,2,9sevensix7,9,9,4 3 9,39181
439sevensix7,3,sevensix7,seven,7,4 3 9 7,39181
439sevensix7,8,six7,six,6,4 3 9 7 6,39181
439sevensix7,11,7,7,7,4 3 9 7 6 7,39181
91xkrmztdbpkpdxtrzkrtwothree,0,91xkrmztdbpkpdxtrzkrtwothree,9,9,9,39228
91xkrmztdbpkpdxtrzkrtwothree,1,1xkrmztdbpkpdxtrzkrtwothree,1,1,9 1,39228
91xkrmztdbpkpdxtrzkrtwothree,20,twothree,two,2,9 1 2,39228
91xkrmztdbpkpdxtrzkrtwothree,23,three,three,3,9 1 2 3,39228
tfive11l,1,five11l,five,5,5,39321
tfive11l,5,11l,1,1,5 1,39321
tfive11l,6,1l,1,1,5 1 1,39321
htxzbxmlthreesgmbh4ninenine6onefour,8,threesgmbh4ninenine6onefour,three,3,3,39372
htxzbxmlthreesgmbh4ninenine6onefour,18,4ninenine6onefour,4,4,3 4,39372
htxzbxmlthreesgmbh4ninenine6onefour,19,ninenine6onefour,nine,9,3 4 9,39372
htxzbxmlthreesgmbh4ninenine6onefour,23,nine6onefour,nine,9,3 4 9 9,39372
htxzbxmlthreesgmbh4ninenine6onefour,27,6onefour,6,6,3 4 9 9 6,39372
htxzbxmlthreesgmbh4ninenine6onefour,28,onefour,one,1,3 4 9 9 6 1,39372
htxzbxmlthreesgmbh4ninenine6onefour,31,four,four,4,3 4 9 9 6 1 4,39372
4dtcxqrv63glbpmznm9,0,4dtcxqrv63glbpmznm9,4,4,4,39406
4dtcxqrv63glbpmznm9,8,63glbpmznm9,6,6,4 6,39406
4dtcxqrv63glbpmznm9,9,3glbpmznm9,3,3,4 6 3,39406
4dtcxqrv63glbpmznm9,18,9,9,9,4 6 3 9,39406
3shdcdzzqld4sixfxdmnmjlz7,0,3shdcdzzqld4sixfxdmnmjlz7,3,3,3,39455
3shdcdzzqld4sixfxdmnmjlz7,11,4sixfxdmnmjlz7,4,4,3 4,39455
3shdcdzzqld4sixfxdmnmjlz7,12,sixfxdmnmjlz7,six,6,3 4 6,39455
3shdcdzzqld4sixfxdmnmjlz7,24,7,7,7,3 4 6 7,39455
8strtbonenine7sevenpcqjvqclcc,0,8strtbonenine7sevenpcqjvqclcc,8,8,8,39492
8strtbonenine7sevenpcqjvqclcc,6,onenine7sevenpcqjvqclcc,one,1,8 1,39492
8strtbonenine7sevenpcqjvqclcc,9,nine7sevenpcqjvqclcc,nine,9,8 1 9,39492
8strtbonenine7sevenpcqjvqclcc,13,7sevenpcqjvqclcc,7,7,8 1 9 7,39492
8strtbonenine7sevenpcqjvqclcc,14,sevenpcqjvqclcc,seven,7,8 1 9 7 7,39492
nccnc1vjslvtddgcddrfcztqbxvxdnineeight,5,1vjslvtddgcddrfcztqbxvxdnineeight,1,1,1,39579
nccnc1vjslvtddgcddrfcztqbxvxdnineeight,29,nineeight,nine,9,1 9,39579
nccnc1vjslvtddgcddrfcztqbxvxdnineeight,33,eight,eight,8,1 9 8,39579
826nineninelpvnkxzfive3,0,826nineninelpvnkxzfive3,8,8,8,39597
826nineninelpvnkxzfive3,1,26nineninelpvnkxzfive3,2,2,8 2,39597
826nineninelpvnkxzfive3,2,6nineninelpvnkxzfive3,6,6,8 2 6,39597
826nineninelpvnkxzfive3,3,nineninelpvnkxzfive3,nine,9,8 2 6 9,39597
826nineninelpvnkxzfive3,7,ninelpvnkxzfive3,nine,9,8 2 6 9 9,39597
826nineninelpvnkxzfive3,18,five3,five,5,8 2 6 9 9 5,39597
826nineninelpvnkxzfive3,22,3,3,3,8 2 6 9 9 5 3,39597
7llqfvftl7,0,7llqfvftl7,7,7,7,39680
7llqfvftl7,9,7,7,7,7 7,39680
twobdnbnine3fourbsrvpkqsdjxcvk,0,twobdnbnine3fourbsrvpkqsdjxcvk,two,2,2,39757
twobdnbnine3fourbsrvpkqsdjxcvk,7,nine3fourbsrvpkqsdjxcvk,nine,9,2 9,39757
twobdnbnine3fourbsrvpkqsdjxcvk,11,3fourbsrvpkqsdjxcvk,3,3,2 9 3,39757
twobdnbnine3fourbsrvpkqsdjxcvk,12,fourbsrvpkqsdjxcvk,four,4,2 9 3 4,39757
onefivespnhqrxjzmfive6nine5,0,onefivespnhqrxjzmfive6nine5,one,1,1,39781
onefivespnhqrxjzmfive6nine5,3,fivespnhqrxjzmfive6nine5,five,5,1 5,39781
onefivespnhqrxjzmfive6nine5,17,five6nine5,five,5,1 5 5,39781
onefivespnhqrxjzmfive6nine5,21,6nine5,6,6,1 5 5 6,39781
onefivespnhqrxjzmfive6nine5,22,nine5,nine,9,1 5 5 6 9,39781
onefivespnhqrxjzmfive6nine5,26,5,5,5,1 5 5 6 9 5,39781
9lfpchffgxthvheight,0,9lfpchffgxthvheight,9,9,9,39796
9lfpchffgxthvheight,14,eight,eight,8,9 8,39796
brqjss6six8six,6,6six8six,6,6,6,39894
brqjss6six8six,7,six8six,six,6,6 6,39894
brqjss6six8six,10,8six,8,8,6 6 8,39894
brqjss6six8six,11,six,six,6,6 6 8 6,39894
sevenrfsix7sixfourfourxbjzvtwo,0,sevenrfsix7sixfourfourxbjzvtwo,seven,7,7,39960
sevenrfsix7sixfourfourxbjzvtwo,7,six7sixfourfourxbjzvtwo,six,6,7 6,39960
sevenrfsix7sixfourfourxbjzvtwo,10,7sixfourfourxbjzvtwo,7,7,7 6 7,39960
sevenrfsix7sixfourfourxbjzvtwo,11,sixfourfourxbjzvtwo,six,6,7 6 7 6,39960
sevenrfsix7sixfourfourxbjzvtwo,14,fourfourxbjzvtwo,four,4,7 6 7 6 4,39960
sevenrfsix7sixfourfourxbjzvtwo,18,fourxbjzvtwo,four,4,7 6 7 6 4 4,39960
sevenrfsix7sixfourfourxbjzvtwo,27,two,two,2,7 6 7 6 4 4 2,39960
cdtwone863,2,twone863,two,2,2,40032
cdtwone863,7,863,8,8,2 8,40032
cdtwone863,8,63,6,6,2 8 6,40032
cdtwone863,9,3,3,3,2 8 6 3,40032
eightzvn3,0,eightzvn3,eight,8,8,40055
eightzvn3,8,3,3,3,8 3,40055
8252nkkndmhpgtqnb,0,8252nkkndmhpgtqnb,8,8,8,40138
8252nkkndmhpgtqnb,1,252nkkndmhpgtqnb,2,2,8 2,40138
8252nkkndmhpgtqnb,2,52nkkndmhpgtqnb,5,5,8 2 5,40138
8252nkkndmhpgtqnb,3,2nkkndmhpgtqnb,2,2,8 2 5 2,40138
1pqmbdcrfour4,0,1pqmbdcrfour4,1,1,1,40220
1pqmbdcrfour4,8,four4,four,4,1 4,40220
1pqmbdcrfour4,12,4,4,4,1 4 4,40220
263vmbrqqdtrn45ninesix,0,263vmbrqqdtrn45ninesix,2,2,2,40234
263vmbrqqdtrn45ninesix,1,63vmbrqqdtrn45ninesix,6,6,2 6,40234
263vmbrqqdtrn45ninesix,2,3vmbrqqdtrn45ninesix,3,3,2 6 3,40234
263vmbrqqdtrn45ninesix,13,45ninesix,4,4,2 6 3 4,40234
263vmbrqqdtrn45ninesix,14,5ninesix,5,5,2 6 3 4 5,40234
263vmbrqqdtrn45ninesix,15,ninesix,nine,9,2 6 3 4 5 9,40234
263vmbrqqdtrn45ninesix,19,six,six,6,2 6 3 4 5 9 6,40234
sevennine4ldhlmdnhzjqksbkrg62,0,sevennine4ldhlmdnhzjqksbkrg62,seven,7,7,40260
sevennine4ldhlmdnhzjqksbkrg62,5,nine4ldhlmdnhzjqksbkrg62,nine,9,7 9,40260
sevennine4ldhlmdnhzjqksbkrg62,9,4ldhlmdnhzjqksbkrg62,4,4,7 9 4,40260
sevennine4ldhlmdnhzjqksbkrg62,27,62,6,6,7 9 4 6,40260
sevennine4ldhlmdnhzjqksbkrg62,28,2,2,2,7 9 4 6 2,40260
eightone5ffprsmqfzq6,0,eightone5ffprsmqfzq6,eight,8,8,40332
eightone5ffprsmqfzq6,5,one5ffprsmqfzq6,one,1,8 1,40332
eightone5ffprsmqfzq6,8,5ffprsmqfzq6,5,5,8 1 5,40332
eightone5ffprsmqfzq6,19,6,6,6,8 1 5 6,40332
fiveeightnpfbdtdbhtwosix11mghg,0,fiveeightnpfbdtdbhtwosix11mghg,five,5,5,40418
fiveeightnpfbdtdbhtwosix11mghg,4,eightnpfbdtdbhtwosix11mghg,eight,8,5 8,40418
fiveeightnpfbdtdbhtwosix11mghg,18,twosix11mghg,two,2,5 8 2,40418
fiveeightnpfbdtdbhtwosix11mghg,21,six11mghg,six,6,5 8 2 6,40418
fiveeightnpfbdtdbhtwosix11mghg,24,11mghg,1,1,5 8 2 6 1,40418
fiveeightnpfbdtdbhtwosix11mghg,25,1mghg,1,1,5 8 2 6 1 1,40418
2seven82six3one6,0,2seven82six3one6,2,2,2,40469
2seven82six3one6,1,seven82six3one6,seven,7,2 7,40469
2seven82six3one6,6,82six3one6,8,8,2 7 8,40469
2seven82six3one6,7,2six3one6,2,2,2 7 8 2,40469
2seven82six3one6,8,six3one6,six,6,2 7 8 2 6,40469
2seven82six3one6,11,3one6,3,3,2 7 8 2 6 3,40469
2seven82six3one6,12,one6,one,1,2 7 8 2 6 3 1,40469
2seven82six3one6,15,6,6,6,2 7 8 2 6 3 1 6,40469
81five18nineonemmbsj,0,81five18nineonemmbsj,8,8,8,40495
81five18nineonemmbsj,1,1five18nineonemmbsj,1,1,8 1,40495
81five18nineonemmbsj,2,five18nineonemmbsj,five,5,8 1 5,40495
81five18nineonemmbsj,6,18nineonemmbsj,1,1,8 1 5 1,40495
81five18nineonemmbsj,7,8nineonemmbsj,8,8,8 1 5 1 8,40495
81five18nineonemmbsj,8,nineonemmbsj,nine,9,8 1 5 1 8 9,40495
81five18nineonemmbsj,12,onemmbsj,one,1,8 1 5 1 8 9 1,40495
4eightbjjjqnc,0,4eightbjjjqnc,4,4,4,40576
4eightbjjjqnc,1,eightbjjjqnc,eight,8,4 8,40576
sevendstdrhpfxfnnhrddppms9,0,sevendstdrhpfxfnnhrddppms9,seven,7,7,40624
sevendstdrhpfxfnnhrddppms9,25,9,9,9,7 9,40624
kgtptmpfhk4,10,4,4,4,4,40703
seventhree6hllpmnqr,0,seventhree6hllpmnqr,seven,7,7,40747
seventhree6hllpmnqr,5,three6hllpmnqr,three,3,7 3,40747
seventhree6hllpmnqr,10,6hllpmnqr,6,6,7 3 6,40747
cpn38vlpclqzqcgpbdmlbzfssx,3,38vlpclqzqcgpbdmlbzfssx,3,3,3,40823
cpn38vlpclqzqcgpbdmlbzfssx,4,8vlpclqzqcgpbdmlbzfssx,8,8,3 8,40823
96fiveflq,0,96fiveflq,9,9,9,40861
96fiveflq,1,6fiveflq,6,6,9 6,40861
96fiveflq,2,fiveflq,five,5,9 6 5,40861
bqcxmrpzql5vxfnpvtwo74kdhsvlkzz,10,5vxfnpvtwo74kdhsvlkzz,5,5,5,40956
bqcxmrpzql5vxfnpvtwo74kdhsvlkzz,17,two74kdhsvlkzz,two,2,5 2,40956
bqcxmrpzql5vxfnpvtwo74kdhsvlkzz,20,74kdhsvlkzz,7,7,5 2 7,40956
bqcxmrpzql5vxfnpvtwo74kdhsvlkzz,21,4kdhsvlkzz,4,4,5 2 7 4,40956
pgxqcskz611bzkhmnn46,8,611bzkhmnn46,6,6,6,41010
pgxqcskz611bzkhmnn46,9,11bzkhmnn46,1,1,6 1,41010
pgxqcskz611bzkhmnn46,10,1bzkhmnn46,1,1,6 1 1,41010
pgxqcskz611bzkhmnn46,18,46,4,4,6 1 1 4,41010
pgxqcskz611bzkhmnn46,19,6,6,6,6 1 1 4 6,41010
fourfrl7mxvtkthreecfkpmxqlxhdf4tcgrp,0,fourfrl7mxvtkthreecfkpmxqlxhdf4tcgrp,four,4,4,41076
fourfrl7mxvtkthreecfkpmxqlxhdf4tcgrp,7,7mxvtkthreecfkpmxqlxhdf4tcgrp,7,7,4 7,41076
fourfrl7mxvtkthreecfkpmxqlxhdf4tcgrp,13,threecfkpmxqlxhdf4tcgrp,three,3,4 7 3,41076
fourfrl7mxvtkthreecfkpmxqlxhdf4tcgrp,30,4tcgrp,4,4,4 7 3 4,41076
3dhzm,0,3dhzm,3,3,3,41120
58fivenine1nmhjdzlctj8fplnhmtwonexh,0,58fivenine1nmhjdzlctj8fplnhmtwonexh,5,5,5,41153
58fivenine1nmhjdzlctj8fplnhmtwonexh,1,8fivenine1nmhjdzlctj8fplnhmtwonexh,8,8,5 8,41153
58fivenine1nmhjdzlctj8fplnhmtwonexh,2,fivenine1nmhjdzlctj8fplnhmtwonexh,five,5,5 8 5,41153
58fivenine1nmhjdzlctj8fplnhmtwonexh,6,nine1nmhjdzlctj8fplnhmtwonexh,nine,9,5 8 5 9,41153
58fivenine1nmhjdzlctj8fplnhmtwonexh,10,1nmhjdzlctj8fplnhmtwonexh,1,1,5 8 5 9 1,41153
58fivenine1nmhjdzlctj8fplnhmtwonexh,21,8fplnhmtwonexh,8,8,5 8 5 9 1 8,41153
58fivenine1nmhjdzlctj8fplnhmtwonexh,28,twonexh,two,2,5 8 5 9 1 8 2,41153
one69,0,one69,one,1,1,41205
one69,3,69,6,6,1 6,41205
one69,4,9,9,9,1 6 9,41205
fivethreenzsgqpsmhronetwo18,0,fivethreenzsgqpsmhronetwo18,five,5,5,41224
fivethreenzsgqpsmhronetwo18,4,threenzsgqpsmhronetwo18,three,3,5 3,41224
fivethreenzsgqpsmhronetwo18,19,onetwo18,one,1,5 3 1,41224
fivethreenzsgqpsmhronetwo18,22,two18,two,2,5 3 1 2,41224
fivethreenzsgqpsmhronetwo18,25,18,1,1,5 3 1 2 1,41224
fivethreenzsgqpsmhronetwo18,26,8,8,8,5 3 1 2 1 8,41224
five866sevenninejbvm,0,five866sevenninejbvm,five,5,5,41282
five866sevenninejbvm,4,866sevenninejbvm,8,8,5 8,41282
five866sevenninejbvm,5,66sevenninejbvm,6,6,5 8 6,41282
five866sevenninejbvm,6,6sevenninejbvm,6,6,5 8 6 6,41282
five866sevenninejbvm,7,sevenninejbvm,seven,7,5 8 6 6 7,41282
five866sevenninejbvm,12,ninejbvm,nine,9,5 8 6 6 7 9,41282
fourmtnkh4,0,fourmtnkh4,four,4,4,41341
fourmtnkh4,9,4,4,4,4 4,41341
9ninelzqf54,0,9ninelzqf54,9,9,9,41385
9ninelzqf54,1,ninelzqf54,nine,9,9 9,41385
9ninelzqf54,9,54,5,5,9 9 5,41385
9ninelzqf54,10,4,4,4,9 9 5 4,41385
727,0,727,7,7,7,41479
727,1,27,2,2,7 2,41479
727,2,7,7,7,7 2 7,41479
ttwonentrmkxckfxonenine4mdpjhpkbrfzc,1,twonentrmkxckfxonenine4mdpjhpkbrfzc,two,2,2,41556
ttwonentrmkxckfxonenine4mdpjhpkbrfzc,16,onenine4mdpjhpkbrfzc,one,1,2 1,41556
ttwonentrmkxckfxonenine4mdpjhpkbrfzc,19,nine4mdpjhpkbrfzc,nine,9,2 1 9,41556
ttwonentrmkxckfxonenine4mdpjhpkbrfzc,23,4mdpjhpkbrfzc,4,4,2 1 9 4,41556
fmsix45fivesix,2,six45fivesix,six,6,6,41580
fmsix45fivesix,5,45fivesix,4,4,6 4,41580
fmsix45fivesix,6,5fivesix,5,5,6 4 5,41580
fmsix45fivesix,7,fivesix,five,5,6 4 5 5,41580
fmsix45fivesix,11,six,six,6,6 4 5 5 6,41580
767klvdthjtwo,0,767klvdthjtwo,7,7,7,41646
767klvdthjtwo,1,67klvdthjtwo,6,6,7 6,41646
767klvdthjtwo,2,7klvdthjtwo,7,7,7 6 7,41646
767klvdthjtwo,10,two,two,2,7 6 7 2,41646
pnrlxt6hpttnlp,6,6hpttnlp,6,6,6,41718
rbtgqmgmthree44ttvone,8,three44ttvone,three,3,3,41784
rbtgqmgmthree44ttvone,13,44ttvone,4,4,3 4,41784
rbtgqmgmthree44ttvone,14,4ttvone,4,4,3 4 4,41784
rbtgqmgmthree44ttvone,18,one,one,1,3 4 4 1,41784
cgspmnlsl47nine85,9,47nine85,4,4,4,41815
cgspmnlsl47nine85,10,7nine85,7,7,4 7,41815
cgspmnlsl47nine85,11,nine85,nine,9,4 7 9,41815
cgspmnlsl47nine85,15,85,8,8,4 7 9 8,41815
cgspmnlsl47nine85,16,5,5,5,4 7 9 8 5,41815
threell6dqsnn67,0,threell6dqsnn67,three,3,3,41860
threell6dqsnn67,7,6dqsnn67,6,6,3 6,41860
threell6dqsnn67,13,67,6,6,3 6 6,41860
threell6dqsnn67,14,7,7,7,3 6 6 7,41860
486mz4mqpgkxlmdkp,0,486mz4mqpgkxlmdkp,4,4,4,41897
486mz4mqpgkxlmdkp,1,86mz4mqpgkxlmdkp,8,8,4 8,41897
486mz4mqpgkxlmdkp,2,6mz4mqpgkxlmdkp,6,6,4 8 6,41897
486mz4mqpgkxlmdkp,5,4mqpgkxlmdkp,4,4,4 8 6 4,41897
rgvlcpnbnch7flgrm4twofive,11,7flgrm4twofive,7,7,7,41941
rgvlcpnbnch7flgrm4twofive,17,4twofive,4,4,7 4,41941
rgvlcpnbnch7flgrm4twofive,18,twofive,two,2,7 4 2,41941
rgvlcpnbnch7flgrm4twofive,21,five,five,5,7 4 2 5,41941
hsevenfourcxseven4three,1,sevenfourcxseven4three,seven,7,7,42016
hsevenfourcxseven4three,6,fourcxseven4three,four,4,7 4,42016
hsevenfourcxseven4three,12,seven4three,seven,7,7 4 7,42016
hsevenfourcxseven4three,17,4three,4,4,7 4 7 4,42016
hsevenfourcxseven4three,18,three,three,3,7 4 7 4 3,42016
87fnbcfftwozxnnqmqtmp,0,87fnbcfftwozxnnqmqtmp,8,8,8,42089
87fnbcfftwozxnnqmqtmp,1,7fnbcfftwozxnnqmqtmp,7,7,8 7,42089
87fnbcfftwozxnnqmqtmp,8,twozxnnqmqtmp,two,2,8 7 2,42089
3qjfnzhhmxt7,0,3qjfnzhhmxt7,3,3,3,42171
3qjfnzhhmxt7,11,7,7,7,3 7,42171
leightwomtzt36sevenhgcfivetwomskfour,1,eightwomtzt36sevenhgcfivetwomskfour,eight,8,8,42208
leightwomtzt36sevenhgcfivetwomskfour,12,36sevenhgcfivetwomskfour,3,3,8 3,42208
leightwomtzt36sevenhgcfivetwomskfour,13,6sevenhgcfivetwomskfour,6,6,8 3 6,42208
leightwomtzt36sevenhgcfivetwomskfour,14,sevenhgcfivetwomskfour,seven,7,8 3 6 7,42208
leightwomtzt36sevenhgcfivetwomskfour,22,fivetwomskfour,five,5,8 3 6 7 5,42208
leightwomtzt36sevenhgcfivetwomskfour,26,twomskfour,two,2,8 3 6 7 5 2,42208
leightwomtzt36sevenhgcfivetwomskfour,32,four,four,4,8 3 6 7 5 2 4,42208
sixsix6nzznseighttflzgcbzcthreek3,0,sixsix6nzznseighttflzgcbzcthreek3,six,6,6,42292
sixsix6nzznseighttflzgcbzcthreek3,3,six6nzznseighttflzgcbzcthreek3,six,6,6 6,42292
sixsix6nzznseighttflzgcbzcthreek3,6,6nzznseighttflzgcbzcthreek3,6,6,6 6 6,42292
sixsix6nzznseighttflzgcbzcthreek3,12,eighttflzgcbzcthreek3,eight,8,6 6 6 8,42292
sixsix6nzznseighttflzgcbzcthreek3,26,threek3,three,3,6 6 6 8 3,42292
sixsix6nzznseighttflzgcbzcthreek3,32,3,3,3,6 6 6 8 3 3,42292
eight4725nrpbxfonetwo,0,eight4725nrpbxfonetwo,eight,8,8,42355
eight4725nrpbxfonetwo,5,4725nrpbxfonetwo,4,4,8 4,42355
eight4725nrpbxfonetwo,6,725nrpbxfonetwo,7,7,8 4 7,42355
eight4725nrpbxfonetwo,7,25nrpbxfonetwo,2,2,8 4 7 2,42355
eight4725nrpbxfonetwo,8,5nrpbxfonetwo,5,5,8 4 7 2 5,42355
eight4725nrpbxfonetwo,15,onetwo,one,1,8 4 7 2 5 1,42355
eight4725nrpbxfonetwo,18,two,two,2,8 4 7 2 5 1 2,42355
scfiveeight7three,2,fiveeight7three,five,5,5,42437
scfiveeight7three,6,eight7three,eight,8,5 8,42437
scfiveeight7three,11,7three,7,7,5 8 7,42437
scfiveeight7three,12,three,three,3,5 8 7 3,42437
onethreezvxbfdklnhone9sixeighteight,0,onethreezvxbfdklnhone9sixeighteight,one,1,1,42490
onethreezvxbfdklnhone9sixeighteight,3,threezvxbfdklnhone9sixeighteight,three,3,1 3,42490
onethreezvxbfdklnhone9sixeighteight,18,one9sixeighteight,one,1,1 3 1,42490
onethreezvxbfdklnhone9sixeighteight,21,9sixeighteight,9,9,1 3 1 9,42490
onethreezvxbfdklnhone9sixeighteight,22,sixeighteight,six,6,1 3 1 9 6,42490
onethreezvxbfdklnhone9sixeighteight,25,eighteight,eight,8,1 3 1 9 6 8,42490
onethreezvxbfdklnhone9sixeighteight,30,eight,eight,8,1 3 1 9 6 8 8,42490
sevenhcone5nineb,0,sevenhcone5nineb,seven,7,7,42508
sevenhcone5nineb,7,one5nineb,one,1,7 1,42508
sevenhcone5nineb,10,5nineb,5,5,7 1 5,42508
sevenhcone5nineb,11,nineb,nine,9,7 1 5 9,42508
dkmmhkhsmnmtonetwopdcx6seventthhgkdx,12,onetwopdcx6seventthhgkdx,one,1,1,42587
dkmmhkhsmnmtonetwopdcx6seventthhgkdx,15,twopdcx6seventthhgkdx,two,2,1 2,42587
dkmmhkhsmnmtonetwopdcx6seventthhgkdx,22,6seventthhgkdx,6,6,1 2 6,42587
dkmmhkhsmnmtonetwopdcx6seventthhgkdx,23,seventthhgkdx,seven,7,1 2 6 7,42587
rskzlrdm2six,8,2six,2,2,2,42604
rskzlrdm2six,9,six,six,6,2 6,42604
one8cstbffccz,0,one8cstbffccz,one,1,1,42630
one8cstbffccz,3,8cstbffccz,8,8,1 8,42630
eightsevenzkkhlcxhmxthreetwosixone51,0,eightsevenzkkhlcxhmxthreetwosixone51,eight,8,8,42648
eightsevenzkkhlcxhmxthreetwosixone51,5,sevenzkkhlcxhmxthreetwosixone51,seven,7,8 7,42648
eightsevenzkkhlcxhmxthreetwosixone51,20,threetwosixone51,three,3,8 7 3,42648
eightsevenzkkhlcxhmxthreetwosixone51,25,twosixone51,two,2,8 7 3 2,42648
eightsevenzkkhlcxhmxthreetwosixone51,28,sixone51,six,6,8 7 3 2 6,42648
eightsevenzkkhlcxhmxthreetwosixone51,31,one51,one,1,8 7 3 2 6 1,42648
eightsevenzkkhlcxhmxthreetwosixone51,34,51,5,5,8 7 3 2 6 1 5,42648
eightsevenzkkhlcxhmxthreetwosixone51,35,1,1,1,8 7 3 2 6 1 5 1,42648
82pgkjcxmcmv11ninetwoneld,0,82pgkjcxmcmv11ninetwoneld,8,8,8,42729
82pgkjcxmcmv11ninetwoneld,1,2pgkjcxmcmv11ninetwoneld,2,2,8 2,42729
82pgkjcxmcmv11ninetwoneld,12,11ninetwoneld,1,1,8 2 1,42729
82pgkjcxmcmv11ninetwoneld,13,1ninetwoneld,1,1,8 2 1 1,42729
82pgkjcxmcmv11ninetwoneld,14,ninetwoneld,nine,9,8 2 1 1 9,42729
82pgkjcxmcmv11ninetwoneld,18,twoneld,two,2,8 2 1 1 9 2,42729
ftmhgvdrfxdzrbhqx78,17,78,7,7,7,42811
ftmhgvdrfxdzrbhqx78,18,8,8,8,7 8,42811
xlsbhctwocvzcxxsixfourtnvjnhrn9one,6,twocvzcxxsixfourtnvjnhrn9one,two,2,2,42889
xlsbhctwocvzcxxsixfourtnvjnhrn9one,15,sixfourtnvjnhrn9one,six,6,2 6,42889
xlsbhctwocvzcxxsixfourtnvjnhrn9one,18,fourtnvjnhrn9one,four,4,2 6 4,42889
xlsbhctwocvzcxxsixfourtnvjnhrn9one,30,9one,9,9,2 6 4 9,42889
xlsbhctwocvzcxxsixfourtnvjnhrn9one,31,one,one,1,2 6 4 9 1,42889
6jsdgbtbzsbxvdkdlrdk2btonellsdxzfrvvknsrgml,0,6jsdgbtbzsbxvdkdlrdk2btonellsdxzfrvvknsrgml,6,6,6,42910
6jsdgbtbzsbxvdkdlrdk2btonellsdxzfrvvknsrgml,20,2btonellsdxzfrvvknsrgml,2,2,6 2,42910
6jsdgbtbzsbxvdkdlrdk2btonellsdxzfrvvknsrgml,23,onellsdxzfrvvknsrgml,one,1,6 2 1,42910
fivepkblscprv49qdztfjtwo,0,fivepkblscprv49qdztfjtwo,five,5,5,42971
fivepkblscprv49qdztfjtwo,13,49qdztfjtwo,4,4,5 4,42971
fivepkblscprv49qdztfjtwo,14,9qdztfjtwo,9,9,5 4 9,42971
fivepkblscprv49qdztfjtwo,21,two,two,2,5 4 9 2,42971
one59795foureight,0,one59795foureight,one,1,1,43023
one59795foureight,3,59795foureight,5,5,1 5,43023
one59795foureight,4,9795foureight,9,9,1 5 9,43023
one59795foureight,5,795foureight,7,7,1 5 9 7,43023
one59795foureight,6,95foureight,9,9,1 5 9 7 9,43023
one59795foureight,7,5foureight,5,5,1 5 9 7 9 5,43023
one59795foureight,8,foureight,four,4,1 5 9 7 9 5 4,43023
one59795foureight,12,eight,eight,8,1 5 9 7 9 5 4 8,43023
five96,0,five96,five,5,5,43041
five96,4,96,9,9,5 9,43041
five96,5,6,6,6,5 9 6,43041
6mqj,0,6mqj,6,6,6,43097
sixtwonhjhcjhmvkjndzphgkb7dbmngxbthdbkqbpeight6,0,sixtwonhjhcjhmvkjndzphgkb7dbmngxbthdbkqbpeight6,six,6,6,43163
sixtwonhjhcjhmvkjndzphgkb7dbmngxbthdbkqbpeight6,3,twonhjhcjhmvkjndzphgkb7dbmngxbthdbkqbpeight6,two,2,6 2,43163
sixtwonhjhcjhmvkjndzphgkb7dbmngxbthdbkqbpeight6,25,7dbmngxbthdbkqbpeight6,7,7,6 2 7,43163
